altLabel,title,subtitle,uri,source,status,redirects,disambiguates,matched_entity_type,row_type,modified
"Mayo Clinic","Mayo Clinic",,http://dbpedia.org/resource/Mayo_Clinic,,ok,,,TRUE,,2013/09/03
"McGill University","McGill University",,http://dbpedia.org/resource/McGill_University,,ok,,,TRUE,,2013/09/04
Memect,Memect,,,,man,,,,,2013/09/04
Metaweb,Metaweb,,http://dbpedia.org/resource/Metaweb,,ok,,,TRUE,,2013/09/03
"Michigan State University","Michigan State University",,http://dbpedia.org/resource/Michigan_State_University,,ok,,,TRUE,,2013/09/05
Microsoft,Microsoft,,http://dbpedia.org/resource/Microsoft,,ok,,,TRUE,,2013/09/26
"Microsoft Research","Microsoft Research",,http://dbpedia.org/resource/Microsoft_Research,,ok,,,,,2013/08/01
MIG-INRA,MIG-INRA,,,,ok,,,,,2013/08/01
"The MITRE Corporation","Mitre Corporation",,http://dbpedia.org/resource/Mitre_Corporation,,ok,,,TRUE,,2013/08/01
"MITRE Corporation","Mitre Corporation",,http://dbpedia.org/resource/Mitre_Corporation,,ok,,,,,2013/08/01
"MIT Sloan School of Management","MIT Sloan School of Management",,http://dbpedia.org/resource/MIT_Sloan_School_of_Management,,ok,,,TRUE,,2013/09/03
"Mizogushi Lab, Osaka","Mizogushi Lab, Osaka",,,,ok,,,,,2013/08/01
"MODUL University Vienna","MODUL University Vienna",,,,ok,,,,,2013/08/01
"IITB-Monash Research Academy","Monash University",,http://dbpedia.org/resource/Monash_University,,ok,,,TRUE,,2013/09/04
"Monash University","Monash University",,http://dbpedia.org/resource/Monash_University,,ok,,,TRUE,,2013/08/01
Mondeca,Mondeca,,http://dbpedia.org/resource/Mondeca,,ok,,,,,2013/08/01
"Montpellier 2 University","Montpellier 2 University",,http://dbpedia.org/resource/Montpellier_2_University,,ok,,,,,2013/08/01
"Universite Montpellier II","Montpellier 2 University",,http://dbpedia.org/resource/Montpellier_2_University,,ok,,,,,2013/08/01
Motorola,Motorola,,http://dbpedia.org/resource/Motorola,,ok,,,,,2013/08/01
"Nagoya University","Nagoya University",,http://dbpedia.org/resource/Nagoya_University,,ok,,,,,2013/08/01
"Nanchang Hangkong University","Nanchang Hangkong University",,,,man,,,TRUE,,2013/09/04
"Nanjing University","Nanjing University",,http://dbpedia.org/resource/Nanjing_University,,ok,,,TRUE,,2013/08/01
NASA,NASA,,http://dbpedia.org/resource/NASA,,ok,,,,,2013/08/01
"NASA Ames Research Center","NASA Ames Research Center",,http://dbpedia.org/resource/Ames_Research_Center,,ok,,,TRUE,,2013/09/04
"NASA Ames","NASA Ames Research Center",,http://dbpedia.org/resource/Ames_Research_Center,,ok,,,,,2013/08/01
"National and Kapodistrian University of Athens","National and Kapodistrian University of Athens",,http://dbpedia.org/resource/National_and_Kapodistrian_University_of_Athens,,ok,,,TRUE,,2013/09/03
AIST,"National Insititute of Advanced Industrial Science and Technology (Japan)",,http://dbpedia.org/resource/National_Institute_of_Advanced_Industrial_Science_and_Technology,,man,,,TRUE,,2013/09/04
"National Insititute of Advanced Industrial Science and Technology","National Insititute of Advanced Industrial Science and Technology (Japan)",,http://dbpedia.org/resource/National_Institute_of_Advanced_Industrial_Science_and_Technology,,man,,,TRUE,,2013/09/04
"National Institute of Advanced Industrial Science","National Insititute of Advanced Industrial Science and Technology (Japan)",,http://dbpedia.org/resource/National_Institute_of_Advanced_Industrial_Science_and_Technology,,ok,,,,,2013/08/01
"National Institute of Advanced Industrial Science and Technology","National Insititute of Advanced Industrial Science and Technology (Japan)",,http://dbpedia.org/resource/National_Institute_of_Advanced_Industrial_Science_and_Technology,,ok,,,,,2013/08/01
NII,"National Institute of Informatics",,http://dbpedia.org/resource/National_Institute_of_Informatics,,man,,,,,2013/08/01
"National Institute for Informatics","National Institute of Informatics",,http://dbpedia.org/resource/National_Institute_of_Informatics,,ok,,,,,2013/08/01
"National Institute of Informatics","National Institute of Informatics",,http://dbpedia.org/resource/National_Institute_of_Informatics,,ok,,,,,2013/08/01
NICT,"National Institute of Information and Communications Technology",,http://dbpedia.org/resource/National_Institute_of_Information_and_Communications_Technology,,ok,,,,,2013/09/03
NIWA,"National Institute of Water and Atmospheric Research",,http://dbpedia.org/resource/National_Institute_of_Water_and_Atmospheric_Research,,ok,,,,,2013/08/01
NLM,"National Library of Medicine",,http://dbpedia.org/resource/United_States_National_Library_of_Medicine,,man,,,,,2013/08/01
"National Library of Medicine","National Library of Medicine",,http://dbpedia.org/resource/United_States_National_Library_of_Medicine,,ok,,,,,2013/08/01
"National Observatory of Athens","National Observatory of Athens",,http://dbpedia.org/resource/National_Observatory_of_Athens,,ok,,,,,2013/09/03
"National Research Centre","National Research Centre",,,,ok,,,,,2013/08/01
"National Research Council","National Research Council",,http://dbpedia.org/resource/United_States_National_Research_Council,,ok-disambiguates,,,,,2013/08/01
"National Technical University of Athens","National Technical University of Athens",,http://dbpedia.org/resource/National_Technical_University_of_Athens,,ok,,,,,2013/08/01
"National University of Ireland","National University of Ireland",,http://dbpedia.org/resource/National_University_of_Ireland,,ok,,,,,2013/08/01
"National University of Ireland, Galway","National University of Ireland, Galway",,"http://dbpedia.org/resource/National_University_of_Ireland,_Galway",,ok,,,,,2013/08/01
"NCGIA, University Maine","NCGIA, University Maine",,http://dbpedia.org/resource/National_Center_for_Geographic_Information_and_Analysis,,ok,,,,,2013/08/01
"NCRR, USA",NCRR,,,,ok,,,,,2013/08/01
NEC,NEC,,http://dbpedia.org/resource/NEC,,ok,,,,,2013/08/01
"NEC Corporation",NEC,,http://dbpedia.org/resource/NEC,,ok,,,,,2013/08/01
"National Electronics and Computer Technology Center",NECTEC,,http://dbpedia.org/resource/NECTEC,,ok,,,TRUE,,2013/09/04
Netscape,Netscape,,http://dbpedia.org/resource/Netscape,,ok,,,,,2013/08/01
NetworkInference,"Network Inference",,,,ok,,,,,2013/08/01
"Network Inference","Network Inference",,,,ok,,,,,2013/08/01
"New York University","New York University",,http://dbpedia.org/resource/New_York_University,,ok,,,,,2013/08/01
NICTA,NICTA,,http://dbpedia.org/resource/NICTA,,ok,,,TRUE,,2013/09/09
NIH,NIH,,http://dbpedia.org/resource/National_Institutes_of_Health,,man,,,,,2013/08/01
"Nihon Unisys,Ltd.","Nihon Unisys , Ltd.",,,http://www.unisys.co.jp/welcome-e.html,ok,,,,,2013/08/01
"Nihon Unisys Software","Nihon Unisys , Ltd.",,,http://www.unisys.co.jp/welcome-e.html,ok,,,,,2013/08/01
NIST,NIST,,http://dbpedia.org/resource/National_Institute_of_Standards_and_Technology,,man,,,,,2013/08/01
Nisus,"Nisus Inc.",,,,man,,,,,2013/08/01
"Nisus Inc.","Nisus Inc.",,,,ok,,,,,2013/08/01
"Nokia Services",Nokia,,http://dbpedia.org/resource/Nokia,,ok,,,TRUE,,2013/08/01
Nokia,Nokia,,http://dbpedia.org/resource/Nokia,,ok,,,,,2013/08/01
NOKIA,Nokia,,http://dbpedia.org/resource/Nokia,,ok,,,,,2013/08/01
"NOKIA Research","Nokia Research",,,,ok,,,,,2013/08/01
"Nokia Research","Nokia Research",,,,ok,,,,,2013/08/01
"Nokia Research Center","Nokia Research",,,,ok,,,,,2013/08/01
"North Carolina State University","North Carolina State University",,http://dbpedia.org/resource/North_Carolina_State_University,,ok,,,,,2013/08/01
"Norwegian University of Science and Technology","Norwegian University of Science and Technology",,http://dbpedia.org/resource/Norwegian_University_of_Science_and_Technology,,ok,,,TRUE,,2013/09/03
"National Science Foundation",NSF,,http://dbpedia.org/resource/National_Science_Foundation,,ok,,,,,2013/08/01
NSF,NSF,,http://dbpedia.org/resource/National_Science_Foundation,,ok,,,,,2013/08/01
NTT,NTT,,http://dbpedia.org/resource/Nippon_Telegraph_and_Telephone,,man-short,,,TRUE,,2013/09/03
"NTT Communication Science Laboratories",NTT,,http://dbpedia.org/resource/NTT_Communications_Corp,,man-short,,,,,2013/08/01
"NTT Corporation",NTT,,http://dbpedia.org/resource/NTT_Communications_Corp,,man-short,,,,,2013/08/01
"DoCoMo Euro labs","NTT DoCoMo",,http://dbpedia.org/resource/NTT_DoCoMo,,ok,,,TRUE,,2013/08/01
"NTT DoCoMo","NTT DoCoMo",,http://dbpedia.org/resource/NTT_DoCoMo,,ok,,,,,2013/08/01
Nuance,"Nuance Communications",,http://dbpedia.org/resource/Nuance_Communications,,ok,,,TRUE,,2013/09/04
"Nuance Communications","Nuance Communications",,http://dbpedia.org/resource/Nuance_Communications,,ok,,,TRUE,,2013/09/03
"Oak Ridge National Laboratory","Oak Ridge National Laboratory",,http://dbpedia.org/resource/Oak_Ridge_National_Laboratory,,ok,,,,,2013/08/01
OASIS,Oasis,,,,ok,,,,,2013/08/01
OCLC,OCLC,,http://dbpedia.org/resource/Online_Computer_Library_Center,,man-short,,,,,2013/09/03
"OCLC Research",OCLC,,http://dbpedia.org/resource/Online_Computer_Library_Center,,man-short,,,,,2013/08/01
OntoForce,OntoForce,,,,man,,,,,2013/09/26
"On To Knowkledge","On To Knowkledge",,,,ok,,,,,2013/08/01
Ontopia,Ontopia,,,,ok,,,,,2013/08/01
Ontoprise,"Ontoprise GmbH",,,,ok,,,,,2013/08/01
"Ontoprise GmbH","Ontoprise GmbH",,,,ok,,,,,2013/08/01
"Ontoprise GmbH","Ontoprise GmbH",,,,ok,,,,,2013/08/01
"Ontoprise GmbH","Ontoprise GmbH",,,,ok,,,,,2013/08/01
OntoText,Ontotext,,http://dbpedia.org/resource/Ontotext,,ok,,,,,2013/08/01
Ontotext,Ontotext,,http://dbpedia.org/resource/Ontotext,,ok,,,,,2013/08/01
"OntoText Lab., Sirma AI EOOD","OntoText Lab., Sirma AI EOOD",,,,man,,,,,2013/09/05
OntoWeb,OntoWeb,,,,ok,,,,,2013/08/01
"Ontoweb Network",OntoWeb,,,,ok,,,,,2013/08/01
"OntoWeb: Ontology-based information exchange for knowledge management and electronic commerce",OntoWeb,,,,ok,,,,,2013/08/01
OKI,"Open Knowledge Initiative",,http://dbpedia.org/resource/Open_Knowledge_Initiative,,ok,,,,,2013/08/01
OpenLink,"OpenLink Software",,http://dbpedia.org/resource/OpenLink_Software,,ok,,,TRUE,,2013/09/03
"OpenLink Software","OpenLink Software",,http://dbpedia.org/resource/OpenLink_Software,,ok,,,TRUE,,2013/08/01
openRDF.org,openRDF.org,,,,ok,,,,,2013/08/01
Oracle,Oracle,,http://dbpedia.org/resource/Oracle,,ok,,,,,2013/08/01
"Oracle Corporation",Oracle,,http://dbpedia.org/resource/Oracle_Corporation,,ok,,,TRUE,,2013/08/01
Oryon,Oryon,,,,ok,,,,,2013/08/01
"Osaka University","Osaka University",,http://dbpedia.org/resource/Osaka_University,,ok,,,,,2013/08/01
"Osaka University (LOC Chair)","Osaka University",,http://dbpedia.org/resource/Osaka_University,,ok,,,,,2013/08/01
"The Institute of Scientific and Industrial Research, Osaka University","Osaka University",,http://dbpedia.org/resource/Osaka_University,,ok,,,,,2013/08/01
"Packard Bell","Packard Bell",,http://dbpedia.org/resource/Packard_Bell,,ok,,,,,2013/08/01
Palm,Palm,,http://dbpedia.org/resource/Palm,,ok,,,,,2013/09/05
ParaBots,ParaBots,,,,ok,,,,,2013/08/01
ParadigmLeaps.org,ParadigmLeaps.org,,,,man,,,,,2013/09/05
"LIASD-LINC, University Paris 8, IUT of Montreuil","Paris 8 University",,http://dbpedia.org/resource/Paris_8_University,,man,,,,,2013/09/09
"LIASD, University Paris 8, IUT de Montreuil","Paris 8 University",,http://dbpedia.org/resource/Paris_8_University,,man,,,,,2013/09/09
"University of Paris-Dauphine","Paris Dauphine University",,http://dbpedia.org/resource/Paris_Dauphine_University,,ok,,,,,2013/08/01
"Université Paris-Sorbonne","Paris-Sorbonne University",,http://dbpedia.org/resource/Paris-Sorbonne_University,,man,,,TRUE,,2013/09/04
"Hypios & STIH, Universit, Paris-Sorbonne","Paris-Sorbonne University",,http://dbpedia.org/resource/Paris-Sorbonne_University,,man,,,,,2013/09/04
"Partners HealthCare System, Inc.","Partners HealthCare System, Inc.",,,,ok,,,,,2013/08/01
PeerIndex,PeerIndex,,,,ok,,,TRUE,,2013/08/01
"Pennsylvania State University","Pennsylvania State University",,http://dbpedia.org/resource/Pennsylvania_State_University,,ok,,,TRUE,,2013/09/03
"PES Institute of Technology","P.E.S. Institute of Technology",,http://dbpedia.org/resource/P.E.S._Institute_of_Technology,,ok,,,TRUE,,2013/09/03
Philips,Philips,,http://dbpedia.org/resource/Philips,,ok,,,,,2013/08/01
"Philips Research","Philips Research",,,,ok,,,,,2013/08/01
"Pitney Bowes","Pitney Bowes",,http://dbpedia.org/resource/Pitney_Bowes,,ok,,,TRUE,,2013/09/03
"DEI, Politecnico di Milano","Politecnico di Milano",,http://dbpedia.org/resource/Politecnico_di_Milano,,ok,,,TRUE,,2013/09/04
"Politecnico di Milano","Politecnico di Milano",,http://dbpedia.org/resource/Politecnico_di_Milano,,ok,,,,,2013/08/01
"Politecnico Milano","Politecnico di Milano",,http://dbpedia.org/resource/Politecnico_di_Milano,,ok,,,,,2013/08/01
"Technical University of Bari","Polytechnic University of Bari",,http://dbpedia.org/resource/Politecnico_di_Bari,,man,,,TRUE,,2013/09/03
"Politecnico di Bari","Polytechnic University of Bari",,http://dbpedia.org/resource/Polytechnic_University_of_Bari,,ok,,,,,2013/08/01
"Universitat Politecnica de Catalunya","Polytechnic University of Catalonia",,http://dbpedia.org/resource/Polytechnic_University_of_Catalonia,,ok,,,,,2013/08/01
"Universitat Politècnica de Catalunya","Polytechnic University of Catalonia",,http://dbpedia.org/resource/Polytechnic_University_of_Catalonia,,ok,,,,,2013/08/01
"Universitat Pompeu Fabra (UPF)","Pompeu Fabra University",,http://dbpedia.org/resource/Pompeu_Fabra_University,http://en.wikipedia.org/wiki/Pompeu_Fabra_University,ok,,,,,2013/09/05
"University Pompeu Fabra","Pompeu Fabra University",,http://dbpedia.org/resource/Pompeu_Fabra_University,,ok,,,,,2013/08/01
"Pontificia Universidad Católica de Chile","Pontifical Catholic University of Chile",,http://dbpedia.org/resource/Pontifical_Catholic_University_of_Chile,,ok,,,TRUE,,2013/09/04
"PUC - Rio","Pontifical Catholic University of Rio de Janeiro",,http://dbpedia.org/resource/Pontifical_Catholic_University_of_Rio_de_Janeiro,,man,,,,,2013/09/04
PUC-Rio,"Pontifical Catholic University of Rio de Janeiro",,http://dbpedia.org/resource/Pontifical_Catholic_University_of_Rio_de_Janeiro,,ok,,,TRUE,,2013/08/01
Powermarket,Powermarket,,,,man,,,,,2013/08/01
"Poznan University of Economics","Poznań University of Economics",,http://dbpedia.org/resource/Pozna%C5%84_University_of_Economics,,ok,,,TRUE,,2013/09/09
PreviousNext,PreviousNext,,,,man,,,TRUE,,2013/09/04
Profium,Profium,,,,man,,,,,2013/08/01
"Project Renaissance","Project Renaissance",,,,man,,,,,2013/09/05
"CRP Henri Tudor","Public Research Centre Henri Tudor",,http://dbpedia.org/resource/Public_Research_Centre_Henri_Tudor,,ok,,,,,2013/08/01
"Purdue University","Purdue University",,http://dbpedia.org/resource/Purdue_University,,ok,,,TRUE,,2013/09/03
"Qatar Computing Research Institute","Qatar Computing Research Institute",,,,ok,,,TRUE,,2013/08/01
"QinetiQ Ltd","QinetiQ Ltd",,http://dbpedia.org/resource/Qinetiq,,ok,,,TRUE,,2013/09/05
Qualcomm,Qualcomm,,http://dbpedia.org/resource/Qualcomm,,ok,,,TRUE,,2013/08/01
"Qualcomm Technologies, Inc.",Qualcomm,,http://dbpedia.org/resource/Qualcomm,,ok,,,TRUE,,2013/08/01
"Queen Mary University of London","Queen Mary, University of London",,"http://dbpedia.org/resource/Queen_Mary,_University_of_London",,ok,,,TRUE,,2013/08/01
"Queensland University of Technology","Queensland University of Technology",,http://dbpedia.org/resource/Queensland_University_of_Technology,,ok,,,TRUE,,2013/08/01
"University of Nijmegen","Radboud University Nijmegen",,http://dbpedia.org/resource/Radboud_University_Nijmegen,,ok,,,,,2013/08/01
Razorfish,Razorfish,,http://dbpedia.org/resource/Razorfish_(company),,man,,,,,2013/08/01
Recommind,Recommind,,,,ok,,,TRUE,,2013/08/01
"Reinvent Technology","Reinvent Technology",,,,man,,,,,2013/09/03
Render,Render,,,,ok,,,,,2013/09/03
"Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute",,http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute,,ok,,,TRUE,,2013/09/04
"Rensselaer Polytechnic Institute (RPI)","Rensselaer Polytechnic Institute",,http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute,,ok,,,TRUE,,2013/08/01
RPI,"Rensselaer Polytechnic Institute",,http://dbpedia.org/resource/Rensselaer_Polytechnic_Institute,,ok,,,TRUE,,2013/09/03
"USRA RIACS","Research Institute for Advanced Computer Science",,http://dbpedia.org/resource/Research_Institute_for_Advanced_Computer_Science,,ok,,,,,
"Residencia de Estudiantes","Residencia de Estudiantes",,http://dbpedia.org/resource/Residencia_de_Estudiantes,,ok,,,,,2013/08/01
"R-Objects Inc.","R-Objects Inc.",,,,man,,,,,2013/09/05
"Università Roma Tre","Roma Tre University",,http://dbpedia.org/resource/Roma_Tre_University,,ok,,,,,2013/08/01
"DANS, Royal Dutch Academy of Sciences","Royal Dutch Academy of Sciences",,http://dbpedia.org/resource/Royal_Dutch_Academy_of_Sciences,,man,,,,,2013/09/04
"Royal Institute of Technology","Royal Institute of Technology",,http://dbpedia.org/resource/Royal_Institute_of_Technology,,ok,,,,,2013/08/01
"Royal Military College of Canada","Royal Military College of Canada",,http://dbpedia.org/resource/Royal_Military_College_of_Canada,,ok,,,TRUE,,2013/08/01
"Royal Society of Chemistry","Royal Society of Chemistry",,http://dbpedia.org/resource/Royal_Society_of_Chemistry,,ok,,,TRUE,,2013/09/09
RSC,RSC,,,,man,,,,,2013/09/09
"Rutgers University","Rutgers University",,http://dbpedia.org/resource/Rutgers_University,,ok,,,,,2013/08/01
"RWTH Aachen","RWTH Aachen University",,http://dbpedia.org/resource/RWTH_Aachen_University,,ok,,,,,2013/08/01
"Saarland University","Saarland University",,http://dbpedia.org/resource/Saarland_University,,ok,,,,,2013/08/01
"Saarland University","Saarland University",,http://dbpedia.org/resource/Saarland_University,,ok,,,,,2013/08/01
"Saarland University","Saarland University",,http://dbpedia.org/resource/Saarland_University,,ok,,,,,2013/08/01
"University of Saarland","Saarland University",,http://dbpedia.org/resource/Saarland_University,,ok,,,,,2013/08/01
SAIC,SAIC,,,,man,,,TRUE,,2013/09/03
"Samsung Electronics","Samsung Electronics",,http://dbpedia.org/resource/Samsung_Electronics,,ok,,,TRUE,,2013/08/01
"Department of Computer Science, Yonsei University and Mobile Communication Division, Samsung Electronics Co., Ltd","Samsung Electronics",,,,man,,,,,2013/09/04
"Samsung Information Systems America","Samsung Information Systems America",,,,man,,,TRUE,,2013/09/03
"Samsung Information System America","Samsung Information Systems America",,,,ok,,,TRUE,,2013/08/01
"Sandia National Laboratories","Sandia National Laboratories",,,,man,,,TRUE,,2013/09/03
Sandpiper,"Sandpiper software",,,,man,,,,,2013/08/01
"Sandpiper software","Sandpiper software",,,,ok,,,,,2013/08/01
"San Jose Mercury News","San Jose Mercury News",,http://dbpedia.org/resource/San_Jose_Mercury_News,,ok,,,,,2013/08/01
SAP,"SAP AG",,http://dbpedia.org/resource/SAP_AG,,ok,,,,,2013/08/01
"Sapienza Universita di Roma","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,man,,,TRUE,,2013/09/04
"Dipartimento di Informatica, Sapienza Università di Roma","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,man,,,,,2013/09/09
"Sapienza Università di Roma","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,ok,,,TRUE,,2013/09/03
"DIS, Sapienza Universita' di Roma","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,ok,,,,,2013/08/01
"University of Rome ""La Sapienza""","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,ok,,,,,2013/08/01
"University of Rome “La Sapienza”","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,ok,,,,,2013/08/01
"University Roma I","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,ok,,,,,2013/08/01
"University of Rome","Sapienza University of Rome",,http://dbpedia.org/resource/Sapienza_University_of_Rome,,ok-disambiguates,,,,,2013/08/01
"Sapienza University of Rome","Sapienza University of Rome",,,,man,,,TRUE,,2013/09/04
"Dipartimento di Ingegneria Informatica Automatica e Gestionale Antonio Ruberti, University of Rome ""La Sapienza""","Sapienza University of Rome",,,,man,,,,,2013/09/04
"Sapienza - University of Rome","Sapienza University of Rome",,,,man,,,,,2013/09/04
"SAP Labs USA","SAP Labs USA",,,,man,,,TRUE,,2013/09/03
SC4,SC4,,,,ok,,,,,2013/08/01
SDForum,SDForum,,,,ok,,,,,2013/08/01
"seevl.net MDG Web ltd","seevl.net, MDG Web ltd",,,,ok,,,,,2013/08/01
"seevl.net, MDG Web ltd","seevl.net, MDG Web ltd",,,,ok,,,,,2013/08/01
"Segreteria SIAT, Autonomous Province of Trento","Segreteria SIAT, Autonomous Province of Trento",,,,man,,,,,2013/09/03
"SEKT project","SEKT project",,,,ok,,,,,2013/08/01
self,Self,,,,skip,,,,,2013/09/03
"Semafor Systems","Semafor Systems",,,,ok,,,,,2013/08/01
Semagix,Semagix,,,,ok,,,,,2013/08/01
"Semantic Arts, Inc.","Semantic Arts, Inc.",,,,ok,,,,,2013/08/01
"Semantic Web Company GmbH","Semantic Web Company GmbH",,,,man,,,TRUE,,2013/09/03
"Semantic Web Enabled Web Services","Semantic Web Enabled Web Services",,,,ok,,,,,2013/08/01
SWSA,"Semantic Web Science Association",,,,man-short,,,TRUE,,2013/09/03
"Semtation GmbH","Semtation GmbH",,,,man,,,,,2013/09/05
"Seoul National University","Seoul National University",,http://dbpedia.org/resource/Seoul_National_University,,ok,,,TRUE,,2013/08/01
Sépage,Sépage,,,,man,,,,,2013/09/04
"Shanghai Jiao Tong University","Shanghai Jiao Tong University",,http://dbpedia.org/resource/Shanghai_Jiao_Tong_University,,ok,,,TRUE,,2013/08/01
SJTU,"Shanghai Jiao Tong University",,http://dbpedia.org/resource/Shanghai_Jiao_Tong_University,,ok,,,TRUE,,2013/09/04
"Shizuoka University","Shizuoka University",,http://dbpedia.org/resource/Shizuoka_University,,ok,,,TRUE,,2013/09/03
Siderean,"Siderean Software",,,,ok,,,,,2013/08/01
"Siderean Software","Siderean Software",,,,ok,,,,,2013/08/01
"Siemens AG",Siemens,,http://dbpedia.org/resource/Siemens,,ok,,,TRUE,,2013/09/03
"Siemens AG Österreich",Siemens,,http://dbpedia.org/resource/Siemens,,ok,,,TRUE,,2013/08/01
"Siemens AG, Corporate Technology",Siemens,,,,man,,,TRUE,,2013/09/03
"Universidad Simon Bolivar","Simón Bolívar University",,http://dbpedia.org/resource/Sim%C3%B3n_Bol%C3%ADvar_University,,ok,,,TRUE,,2013/08/01
"Universidad Simon Bolivar, Dept. Computer Science","Simón Bolívar University",,http://dbpedia.org/resource/Simón_Bolívar_University,,ok,,,,,2013/08/01
SIRMA,"Sirma AI, Ltd.",,,,ok,,,,,2013/08/01
"Sirma AI, Ltd.","Sirma AI, Ltd.",,,,ok,,,,,2013/08/01
Sony,Sony,,http://dbpedia.org/resource/Sony,,ok,,,,,2013/08/01
"Southeast University","Southeast University",,http://dbpedia.org/resource/Southeast_University,,ok,,,TRUE,,2013/08/01
"Spanish Research Council","Spanish National Research Council",,http://dbpedia.org/resource/Spanish_National_Research_Council,,ok,,,,,2013/08/01
Spirit-Soft,Spirit-Soft,,,,man,,,,,2013/08/01
SpiritSoft,Spirit-Soft,,,,ok,,,,,2013/08/01
Springer,Springer,,http://dbpedia.org/resource/Springer_Publishing,,ok,,,,,2013/08/01
Sprint,Sprint,,http://dbpedia.org/resource/Sprint_Nextel,,man,,,,,2013/08/01
"SRI Consulting Business Intelligence","SRI Consulting Business Intelligence",,,,man,,,,,2013/09/05
SRI,"SRI International",,http://dbpedia.org/resource/SRI_International,,man,,,,,2013/08/01
"SRI International","SRI International",,http://dbpedia.org/resource/SRI_International,,ok,,,,,2013/08/01
"CS, Stanford University","Stanford University",,http://dbpedia.org/resource/Stanford_University,,man,,,,,2013/08/01
"DB, Stanford University","Stanford University",,http://dbpedia.org/resource/Stanford_University,,man,,,,,2013/08/01
Stanford,"Stanford University",,http://dbpedia.org/resource/Stanford_University,,ok,,,,,2013/08/01
"Stanford Univ.","Stanford University",,http://dbpedia.org/resource/Stanford_University,,ok,,,,,2013/08/01
"Stanford University","Stanford University",,http://dbpedia.org/resource/Stanford_University,,ok,,,,,2013/08/01
"Stanford university","Stanford University",,http://dbpedia.org/resource/Stanford_University,,ok,,,,,2013/08/01
"Stanford, University","Stanford University",,http://dbpedia.org/resource/Stanford_University,,ok,,,,,2013/08/01
"SMI, Stanford University","Stanford University",,,,man,,,,,2013/08/01
"Stanford Medical Informatics, Stanford University","Stanford University",,,,man,,,,,2013/09/05
"STI International","STI International",,,,ok,,,TRUE,,2013/08/01
"Stokholm University","Stockholm University",,http://dbpedia.org/resource/Stockholm_University,,man,,,,,2013/08/01
"Stony Brook University","Stony Brook University",,http://dbpedia.org/resource/Stony_Brook_University,,ok,,,TRUE,,2013/09/03
"Storm Technology","Storm Technology",,,,ok,,,,,2013/08/01
"studio labo","studio labo",,,,man,,,,,2013/09/09
"Sugar Labs","Sugar Labs",,,,ok,,,TRUE,,2013/09/03
"University of Wales Swansea","Swansea University",,http://dbpedia.org/resource/Swansea_University,,ok,,,,,2013/08/01
"SWAP project","SWAP project",,,,ok,,,,,2013/08/01
SWAP,"SWAP project",,,,ok-disambiguates,,,,,2013/08/01
"Swiss Federal Institute for Forest, Snow and Landscape Research","Swiss Federal Institute for Forest, Snow and Landscape Research",,,http://www.wsl.ch/,man,,,,,2013/09/03
"Swiss Institute of Bioinformatics","Swiss Institute of Bioinformatics",,http://dbpedia.org/resource/Swiss_Institute_of_Bioinformatics,,ok,,,,,2013/08/01
Systap,Systap,,,,ok,,,,,2013/09/03
"Taalee Inc","Taalee Inc",,,,man,,,,,2013/08/01
Talis,Talis,,http://dbpedia.org/resource/Talis,,ok,,,,,2013/09/03
"TasLab, Informatica Trentina SpA","TasLab, Informatica Trentina SpA",,,,man,,,,,2013/09/03
"Technische Universität München","Technical University Munich",,http://dbpedia.org/resource/Technical_University_Munich,,ok,,,TRUE,,2013/09/04
"Technical University of Munich","Technical University Munich",,http://dbpedia.org/resource/Technical_University_Munich,,ok,,,,,2013/08/01
"Technical University of Crete","Technical University of Crete",,http://dbpedia.org/resource/Technical_University_of_Crete,,ok,,,,,2013/08/01
"Technical University of Hamburg","Technical University of Hamburg",,http://dbpedia.org/resource/Technical_University_of_Hamburg,,ok,,,TRUE,,2013/09/03
"Universidad Politécnica de Madrid","Technical University of Madrid",,http://dbpedia.org/resource/Technical_University_of_Madrid,,ok,,,TRUE,,2013/08/01
"Polytechnic University of Madrid","Technical University of Madrid",,http://dbpedia.org/resource/Technical_University_of_Madrid,,ok,,,,,2013/08/01
"Universidad Politecnica de Madrid","Technical University of Madrid",,http://dbpedia.org/resource/Technical_University_of_Madrid,,ok,,,,,2013/08/01
"Universidad Politecnica de Madrid(UPM)","Technical University of Madrid",,http://dbpedia.org/resource/Technical_University_of_Madrid,,ok,,,,,2013/08/01
"Ontology Group, Departamento de Inteligencia Artificial at Universidad Politécnica de Madrid","Technical University of Madrid",,http://dbpedia.org/resource/Universidad_Politécnica_de_Madrid,,ok,,,,,2013/08/01
